From,To,Type,Label,Id
section-089-14-3-partial-state-recovery-restart,risk-14-3-partial-state-recovery-restart-re-dispatching-eligible-work,elaborates,elaborates,section-089-14-3-partial-state-recovery-restart->risk-14-3-partial-state-recovery-restart-re-dispatching-eligible-work:elaborates
section-090-14-4-operator-intervention-points,claim-14-4-operator-intervention-points-editing-workflow-md-prompt-and-most-runtime-settings,elaborates,elaborates,section-090-14-4-operator-intervention-points->claim-14-4-operator-intervention-points-editing-workflow-md-prompt-and-most-runtime-settings:elaborates
section-090-14-4-operator-intervention-points,claim-14-4-operator-intervention-points-workflow-md-changes-are-detected-and-re-applied-automatically-without-restart-ac,elaborates,elaborates,section-090-14-4-operator-intervention-points->claim-14-4-operator-intervention-points-workflow-md-changes-are-detected-and-re-applied-automatically-without-restart-ac:elaborates
section-090-14-4-operator-intervention-points,claim-14-4-operator-intervention-points-changing-issue-states-in-the-tracker,elaborates,elaborates,section-090-14-4-operator-intervention-points->claim-14-4-operator-intervention-points-changing-issue-states-in-the-tracker:elaborates
section-090-14-4-operator-intervention-points,claim-14-4-operator-intervention-points-terminal-state-running-session-is-stopped-and-workspace-cleaned-when-reconciled,elaborates,elaborates,section-090-14-4-operator-intervention-points->claim-14-4-operator-intervention-points-terminal-state-running-session-is-stopped-and-workspace-cleaned-when-reconciled:elaborates
section-090-14-4-operator-intervention-points,claim-14-4-operator-intervention-points-non-active-state-running-session-is-stopped-without-cleanup,elaborates,elaborates,section-090-14-4-operator-intervention-points->claim-14-4-operator-intervention-points-non-active-state-running-session-is-stopped-without-cleanup:elaborates
section-090-14-4-operator-intervention-points,claim-14-4-operator-intervention-points-restarting-the-service-for-process-recovery-or-deployment-not-as-the-normal-path,elaborates,elaborates,section-090-14-4-operator-intervention-points->claim-14-4-operator-intervention-points-restarting-the-service-for-process-recovery-or-deployment-not-as-the-normal-path:elaborates
section-092-15-1-trust-boundary-assumption,risk-15-1-trust-boundary-assumption-implementations-should-state-clearly-whether-they-are-intended-for-trusted-envir,elaborates,elaborates,section-092-15-1-trust-boundary-assumption->risk-15-1-trust-boundary-assumption-implementations-should-state-clearly-whether-they-are-intended-for-trusted-envir:elaborates
section-092-15-1-trust-boundary-assumption,risk-15-1-trust-boundary-assumption-implementations-should-state-clearly-whether-they-rely-on-auto-approved-actions-,elaborates,elaborates,section-092-15-1-trust-boundary-assumption->risk-15-1-trust-boundary-assumption-implementations-should-state-clearly-whether-they-rely-on-auto-approved-actions-:elaborates
section-092-15-1-trust-boundary-assumption,risk-15-1-trust-boundary-assumption-workspace-isolation-and-path-validation-are-important-baseline-controls-but-they,elaborates,elaborates,section-092-15-1-trust-boundary-assumption->risk-15-1-trust-boundary-assumption-workspace-isolation-and-path-validation-are-important-baseline-controls-but-they:elaborates
section-093-15-2-filesystem-safety-requirements,risk-15-2-filesystem-safety-requirements-workspace-path-must-remain-under-configured-workspace-root,elaborates,elaborates,section-093-15-2-filesystem-safety-requirements->risk-15-2-filesystem-safety-requirements-workspace-path-must-remain-under-configured-workspace-root:elaborates
section-093-15-2-filesystem-safety-requirements,risk-15-2-filesystem-safety-requirements-coding-agent-cwd-must-be-the-per-issue-workspace-path-for-the-current-run,elaborates,elaborates,section-093-15-2-filesystem-safety-requirements->risk-15-2-filesystem-safety-requirements-coding-agent-cwd-must-be-the-per-issue-workspace-path-for-the-current-run:elaborates
section-093-15-2-filesystem-safety-requirements,risk-15-2-filesystem-safety-requirements-workspace-directory-names-must-use-sanitized-identifiers,elaborates,elaborates,section-093-15-2-filesystem-safety-requirements->risk-15-2-filesystem-safety-requirements-workspace-directory-names-must-use-sanitized-identifiers:elaborates
section-093-15-2-filesystem-safety-requirements,risk-15-2-filesystem-safety-requirements-recommended-additional-hardening-for-ports,elaborates,elaborates,section-093-15-2-filesystem-safety-requirements->risk-15-2-filesystem-safety-requirements-recommended-additional-hardening-for-ports:elaborates
section-093-15-2-filesystem-safety-requirements,risk-15-2-filesystem-safety-requirements-run-under-a-dedicated-os-user,elaborates,elaborates,section-093-15-2-filesystem-safety-requirements->risk-15-2-filesystem-safety-requirements-run-under-a-dedicated-os-user:elaborates
section-093-15-2-filesystem-safety-requirements,risk-15-2-filesystem-safety-requirements-restrict-workspace-root-permissions,elaborates,elaborates,section-093-15-2-filesystem-safety-requirements->risk-15-2-filesystem-safety-requirements-restrict-workspace-root-permissions:elaborates
section-093-15-2-filesystem-safety-requirements,risk-15-2-filesystem-safety-requirements-mount-workspace-root-on-a-dedicated-volume-if-possible,elaborates,elaborates,section-093-15-2-filesystem-safety-requirements->risk-15-2-filesystem-safety-requirements-mount-workspace-root-on-a-dedicated-volume-if-possible:elaborates
section-094-15-3-secret-handling,claim-15-3-secret-handling-support-var-indirection-in-workflow-config,elaborates,elaborates,section-094-15-3-secret-handling->claim-15-3-secret-handling-support-var-indirection-in-workflow-config:elaborates
section-094-15-3-secret-handling,dependency-15-3-secret-handling-do-not-log-api-tokens-or-secret-env-values,elaborates,elaborates,section-094-15-3-secret-handling->dependency-15-3-secret-handling-do-not-log-api-tokens-or-secret-env-values:elaborates
section-094-15-3-secret-handling,test-15-3-secret-handling-validate-presence-of-secrets-without-printing-them,elaborates,elaborates,section-094-15-3-secret-handling->test-15-3-secret-handling-validate-presence-of-secrets-without-printing-them:elaborates
section-095-15-4-hook-script-safety,risk-15-4-hook-script-safety-hooks-are-fully-trusted-configuration,elaborates,elaborates,section-095-15-4-hook-script-safety->risk-15-4-hook-script-safety-hooks-are-fully-trusted-configuration:elaborates
section-095-15-4-hook-script-safety,risk-15-4-hook-script-safety-hooks-run-inside-the-workspace-directory,elaborates,elaborates,section-095-15-4-hook-script-safety->risk-15-4-hook-script-safety-hooks-run-inside-the-workspace-directory:elaborates
section-095-15-4-hook-script-safety,risk-15-4-hook-script-safety-hook-output-should-be-truncated-in-logs,elaborates,elaborates,section-095-15-4-hook-script-safety->risk-15-4-hook-script-safety-hook-output-should-be-truncated-in-logs:elaborates
section-095-15-4-hook-script-safety,risk-15-4-hook-script-safety-hook-timeouts-are-required-to-avoid-hanging-the-orchestrator,elaborates,elaborates,section-095-15-4-hook-script-safety->risk-15-4-hook-script-safety-hook-timeouts-are-required-to-avoid-hanging-the-orchestrator:elaborates
section-096-15-5-harness-hardening-guidance,risk-15-5-harness-hardening-guidance-implementations-should-explicitly-evaluate-their-own-risk-profile-and-harden-the,elaborates,elaborates,section-096-15-5-harness-hardening-guidance->risk-15-5-harness-hardening-guidance-implementations-should-explicitly-evaluate-their-own-risk-profile-and-harden-the:elaborates
section-096-15-5-harness-hardening-guidance,risk-15-5-harness-hardening-guidance-implementations-should-not-assume-that-tracker-data-repository-contents-prompt-i,elaborates,elaborates,section-096-15-5-harness-hardening-guidance->risk-15-5-harness-hardening-guidance-implementations-should-not-assume-that-tracker-data-repository-contents-prompt-i:elaborates
section-096-15-5-harness-hardening-guidance,risk-15-5-harness-hardening-guidance-tightening-codex-approval-and-sandbox-settings-described-elsewhere-in-this-speci,elaborates,elaborates,section-096-15-5-harness-hardening-guidance->risk-15-5-harness-hardening-guidance-tightening-codex-approval-and-sandbox-settings-described-elsewhere-in-this-speci:elaborates
section-096-15-5-harness-hardening-guidance,risk-15-5-harness-hardening-guidance-adding-external-isolation-layers-such-as-os-container-vm-sandboxing-network-rest,elaborates,elaborates,section-096-15-5-harness-hardening-guidance->risk-15-5-harness-hardening-guidance-adding-external-isolation-layers-such-as-os-container-vm-sandboxing-network-rest:elaborates
section-096-15-5-harness-hardening-guidance,risk-15-5-harness-hardening-guidance-filtering-which-linear-issues-projects-teams-labels-or-other-tracker-sources-are,elaborates,elaborates,section-096-15-5-harness-hardening-guidance->risk-15-5-harness-hardening-guidance-filtering-which-linear-issues-projects-teams-labels-or-other-tracker-sources-are:elaborates
section-096-15-5-harness-hardening-guidance,risk-15-5-harness-hardening-guidance-narrowing-the-lineargraphql-tool-so-it-can-only-read-or-mutate-data-inside-the-i,elaborates,elaborates,section-096-15-5-harness-hardening-guidance->risk-15-5-harness-hardening-guidance-narrowing-the-lineargraphql-tool-so-it-can-only-read-or-mutate-data-inside-the-i:elaborates
section-096-15-5-harness-hardening-guidance,risk-15-5-harness-hardening-guidance-reducing-the-set-of-client-side-tools-credentials-filesystem-paths-and-network-d,elaborates,elaborates,section-096-15-5-harness-hardening-guidance->risk-15-5-harness-hardening-guidance-reducing-the-set-of-client-side-tools-credentials-filesystem-paths-and-network-d:elaborates
section-096-15-5-harness-hardening-guidance,risk-15-5-harness-hardening-guidance-the-correct-controls-are-deployment-specific-but-implementations-should-document,elaborates,elaborates,section-096-15-5-harness-hardening-guidance->risk-15-5-harness-hardening-guidance-the-correct-controls-are-deployment-specific-but-implementations-should-document:elaborates
section-104-17-test-and-validation-matrix,test-17-test-and-validation-matrix-a-conforming-implementation-should-include-tests-that-cover-the-behaviors-define,elaborates,elaborates,section-104-17-test-and-validation-matrix->test-17-test-and-validation-matrix-a-conforming-implementation-should-include-tests-that-cover-the-behaviors-define:elaborates
section-104-17-test-and-validation-matrix,test-17-test-and-validation-matrix-core-conformance-deterministic-tests-required-for-all-conforming-implementations,elaborates,elaborates,section-104-17-test-and-validation-matrix->test-17-test-and-validation-matrix-core-conformance-deterministic-tests-required-for-all-conforming-implementations:elaborates
section-104-17-test-and-validation-matrix,test-17-test-and-validation-matrix-extension-conformance-required-only-for-optional-features-that-an-implementation,elaborates,elaborates,section-104-17-test-and-validation-matrix->test-17-test-and-validation-matrix-extension-conformance-required-only-for-optional-features-that-an-implementation:elaborates
section-104-17-test-and-validation-matrix,test-17-test-and-validation-matrix-real-integration-profile-environment-dependent-smoke-integration-checks-recommen,elaborates,elaborates,section-104-17-test-and-validation-matrix->test-17-test-and-validation-matrix-real-integration-profile-environment-dependent-smoke-integration-checks-recommen:elaborates
section-105-17-1-workflow-and-config-parsing,claim-17-1-workflow-and-config-parsing-workflow-file-path-precedence,elaborates,elaborates,section-105-17-1-workflow-and-config-parsing->claim-17-1-workflow-and-config-parsing-workflow-file-path-precedence:elaborates
section-105-17-1-workflow-and-config-parsing,claim-17-1-workflow-and-config-parsing-explicit-runtime-path-is-used-when-provided,elaborates,elaborates,section-105-17-1-workflow-and-config-parsing->claim-17-1-workflow-and-config-parsing-explicit-runtime-path-is-used-when-provided:elaborates
section-105-17-1-workflow-and-config-parsing,claim-17-1-workflow-and-config-parsing-cwd-default-is-workflow-md-when-no-explicit-runtime-path-is-provided,elaborates,elaborates,section-105-17-1-workflow-and-config-parsing->claim-17-1-workflow-and-config-parsing-cwd-default-is-workflow-md-when-no-explicit-runtime-path-is-provided:elaborates
section-105-17-1-workflow-and-config-parsing,claim-17-1-workflow-and-config-parsing-workflow-file-changes-are-detected-and-trigger-re-read-re-apply-without-restart,elaborates,elaborates,section-105-17-1-workflow-and-config-parsing->claim-17-1-workflow-and-config-parsing-workflow-file-changes-are-detected-and-trigger-re-read-re-apply-without-restart:elaborates
section-105-17-1-workflow-and-config-parsing,claim-17-1-workflow-and-config-parsing-invalid-workflow-reload-keeps-last-known-good-effective-configuration-and-emits-,elaborates,elaborates,section-105-17-1-workflow-and-config-parsing->claim-17-1-workflow-and-config-parsing-invalid-workflow-reload-keeps-last-known-good-effective-configuration-and-emits-:elaborates
section-105-17-1-workflow-and-config-parsing,claim-17-1-workflow-and-config-parsing-missing-workflow-md-returns-typed-error,elaborates,elaborates,section-105-17-1-workflow-and-config-parsing->claim-17-1-workflow-and-config-parsing-missing-workflow-md-returns-typed-error:elaborates
section-105-17-1-workflow-and-config-parsing,claim-17-1-workflow-and-config-parsing-invalid-yaml-front-matter-returns-typed-error,elaborates,elaborates,section-105-17-1-workflow-and-config-parsing->claim-17-1-workflow-and-config-parsing-invalid-yaml-front-matter-returns-typed-error:elaborates
section-105-17-1-workflow-and-config-parsing,claim-17-1-workflow-and-config-parsing-front-matter-non-map-returns-typed-error,elaborates,elaborates,section-105-17-1-workflow-and-config-parsing->claim-17-1-workflow-and-config-parsing-front-matter-non-map-returns-typed-error:elaborates
section-105-17-1-workflow-and-config-parsing,requirement-17-1-workflow-and-config-parsing-config-defaults-apply-when-optional-values-are-missing,elaborates,elaborates,section-105-17-1-workflow-and-config-parsing->requirement-17-1-workflow-and-config-parsing-config-defaults-apply-when-optional-values-are-missing:elaborates
section-105-17-1-workflow-and-config-parsing,claim-17-1-workflow-and-config-parsing-tracker-kind-validation-enforces-currently-supported-kind-linear,elaborates,elaborates,section-105-17-1-workflow-and-config-parsing->claim-17-1-workflow-and-config-parsing-tracker-kind-validation-enforces-currently-supported-kind-linear:elaborates
section-105-17-1-workflow-and-config-parsing,claim-17-1-workflow-and-config-parsing-tracker-apikey-works-including-var-indirection,elaborates,elaborates,section-105-17-1-workflow-and-config-parsing->claim-17-1-workflow-and-config-parsing-tracker-apikey-works-including-var-indirection:elaborates
section-105-17-1-workflow-and-config-parsing,dependency-17-1-workflow-and-config-parsing-var-resolution-works-for-tracker-api-key-and-path-values,elaborates,elaborates,section-105-17-1-workflow-and-config-parsing->dependency-17-1-workflow-and-config-parsing-var-resolution-works-for-tracker-api-key-and-path-values:elaborates
section-105-17-1-workflow-and-config-parsing,claim-17-1-workflow-and-config-parsing-path-expansion-works,elaborates,elaborates,section-105-17-1-workflow-and-config-parsing->claim-17-1-workflow-and-config-parsing-path-expansion-works:elaborates
section-105-17-1-workflow-and-config-parsing,claim-17-1-workflow-and-config-parsing-codex-command-is-preserved-as-a-shell-command-string,elaborates,elaborates,section-105-17-1-workflow-and-config-parsing->claim-17-1-workflow-and-config-parsing-codex-command-is-preserved-as-a-shell-command-string:elaborates
section-105-17-1-workflow-and-config-parsing,claim-17-1-workflow-and-config-parsing-per-state-concurrency-override-map-normalizes-state-names-and-ignores-invalid-va,elaborates,elaborates,section-105-17-1-workflow-and-config-parsing->claim-17-1-workflow-and-config-parsing-per-state-concurrency-override-map-normalizes-state-names-and-ignores-invalid-va:elaborates
section-105-17-1-workflow-and-config-parsing,claim-17-1-workflow-and-config-parsing-prompt-template-renders-issue-and-attempt,elaborates,elaborates,section-105-17-1-workflow-and-config-parsing->claim-17-1-workflow-and-config-parsing-prompt-template-renders-issue-and-attempt:elaborates
section-105-17-1-workflow-and-config-parsing,claim-17-1-workflow-and-config-parsing-prompt-rendering-fails-on-unknown-variables-strict-mode,elaborates,elaborates,section-105-17-1-workflow-and-config-parsing->claim-17-1-workflow-and-config-parsing-prompt-rendering-fails-on-unknown-variables-strict-mode:elaborates
section-106-17-2-workspace-manager-and-safety,risk-17-2-workspace-manager-and-safety-deterministic-workspace-path-per-issue-identifier,elaborates,elaborates,section-106-17-2-workspace-manager-and-safety->risk-17-2-workspace-manager-and-safety-deterministic-workspace-path-per-issue-identifier:elaborates
section-106-17-2-workspace-manager-and-safety,risk-17-2-workspace-manager-and-safety-missing-workspace-directory-is-created,elaborates,elaborates,section-106-17-2-workspace-manager-and-safety->risk-17-2-workspace-manager-and-safety-missing-workspace-directory-is-created:elaborates
section-106-17-2-workspace-manager-and-safety,risk-17-2-workspace-manager-and-safety-existing-workspace-directory-is-reused,elaborates,elaborates,section-106-17-2-workspace-manager-and-safety->risk-17-2-workspace-manager-and-safety-existing-workspace-directory-is-reused:elaborates
section-106-17-2-workspace-manager-and-safety,risk-17-2-workspace-manager-and-safety-existing-non-directory-path-at-workspace-location-is-handled-safely-replace-or-f,elaborates,elaborates,section-106-17-2-workspace-manager-and-safety->risk-17-2-workspace-manager-and-safety-existing-non-directory-path-at-workspace-location-is-handled-safely-replace-or-f:elaborates
section-106-17-2-workspace-manager-and-safety,risk-17-2-workspace-manager-and-safety-optional-workspace-population-synchronization-errors-are-surfaced,elaborates,elaborates,section-106-17-2-workspace-manager-and-safety->risk-17-2-workspace-manager-and-safety-optional-workspace-population-synchronization-errors-are-surfaced:elaborates
section-106-17-2-workspace-manager-and-safety,risk-17-2-workspace-manager-and-safety-aftercreate-hook-runs-only-on-new-workspace-creation,elaborates,elaborates,section-106-17-2-workspace-manager-and-safety->risk-17-2-workspace-manager-and-safety-aftercreate-hook-runs-only-on-new-workspace-creation:elaborates
section-106-17-2-workspace-manager-and-safety,risk-17-2-workspace-manager-and-safety-beforerun-hook-runs-before-each-attempt-and-failure-timeouts-abort-the-current-a,elaborates,elaborates,section-106-17-2-workspace-manager-and-safety->risk-17-2-workspace-manager-and-safety-beforerun-hook-runs-before-each-attempt-and-failure-timeouts-abort-the-current-a:elaborates
section-106-17-2-workspace-manager-and-safety,risk-17-2-workspace-manager-and-safety-afterrun-hook-runs-after-each-attempt-and-failure-timeouts-are-logged-and-ignore,elaborates,elaborates,section-106-17-2-workspace-manager-and-safety->risk-17-2-workspace-manager-and-safety-afterrun-hook-runs-after-each-attempt-and-failure-timeouts-are-logged-and-ignore:elaborates
section-106-17-2-workspace-manager-and-safety,risk-17-2-workspace-manager-and-safety-beforeremove-hook-runs-on-cleanup-and-failures-timeouts-are-ignored,elaborates,elaborates,section-106-17-2-workspace-manager-and-safety->risk-17-2-workspace-manager-and-safety-beforeremove-hook-runs-on-cleanup-and-failures-timeouts-are-ignored:elaborates
section-106-17-2-workspace-manager-and-safety,risk-17-2-workspace-manager-and-safety-workspace-path-sanitization-and-root-containment-invariants-are-enforced-before-,elaborates,elaborates,section-106-17-2-workspace-manager-and-safety->risk-17-2-workspace-manager-and-safety-workspace-path-sanitization-and-root-containment-invariants-are-enforced-before-:elaborates
section-106-17-2-workspace-manager-and-safety,risk-17-2-workspace-manager-and-safety-agent-launch-uses-the-per-issue-workspace-path-as-cwd-and-rejects-out-of-root-pa,elaborates,elaborates,section-106-17-2-workspace-manager-and-safety->risk-17-2-workspace-manager-and-safety-agent-launch-uses-the-per-issue-workspace-path-as-cwd-and-rejects-out-of-root-pa:elaborates
section-107-17-3-issue-tracker-client,dependency-17-3-issue-tracker-client-candidate-issue-fetch-uses-active-states-and-project-slug,elaborates,elaborates,section-107-17-3-issue-tracker-client->dependency-17-3-issue-tracker-client-candidate-issue-fetch-uses-active-states-and-project-slug:elaborates
section-107-17-3-issue-tracker-client,dependency-17-3-issue-tracker-client-linear-query-uses-the-specified-project-filter-field-slugid,elaborates,elaborates,section-107-17-3-issue-tracker-client->dependency-17-3-issue-tracker-client-linear-query-uses-the-specified-project-filter-field-slugid:elaborates
section-107-17-3-issue-tracker-client,dependency-17-3-issue-tracker-client-empty-fetchissuesbystates-returns-empty-without-api-call,elaborates,elaborates,section-107-17-3-issue-tracker-client->dependency-17-3-issue-tracker-client-empty-fetchissuesbystates-returns-empty-without-api-call:elaborates
section-107-17-3-issue-tracker-client,dependency-17-3-issue-tracker-client-pagination-preserves-order-across-multiple-pages,elaborates,elaborates,section-107-17-3-issue-tracker-client->dependency-17-3-issue-tracker-client-pagination-preserves-order-across-multiple-pages:elaborates
section-107-17-3-issue-tracker-client,dependency-17-3-issue-tracker-client-blockers-are-normalized-from-inverse-relations-of-type-blocks,elaborates,elaborates,section-107-17-3-issue-tracker-client->dependency-17-3-issue-tracker-client-blockers-are-normalized-from-inverse-relations-of-type-blocks:elaborates
section-107-17-3-issue-tracker-client,dependency-17-3-issue-tracker-client-labels-are-normalized-to-lowercase,elaborates,elaborates,section-107-17-3-issue-tracker-client->dependency-17-3-issue-tracker-client-labels-are-normalized-to-lowercase:elaborates
section-107-17-3-issue-tracker-client,dependency-17-3-issue-tracker-client-issue-state-refresh-by-id-returns-minimal-normalized-issues,elaborates,elaborates,section-107-17-3-issue-tracker-client->dependency-17-3-issue-tracker-client-issue-state-refresh-by-id-returns-minimal-normalized-issues:elaborates
section-107-17-3-issue-tracker-client,dependency-17-3-issue-tracker-client-issue-state-refresh-query-uses-graphql-id-typing-id-as-specified-in-section-11-2,elaborates,elaborates,section-107-17-3-issue-tracker-client->dependency-17-3-issue-tracker-client-issue-state-refresh-query-uses-graphql-id-typing-id-as-specified-in-section-11-2:elaborates
section-107-17-3-issue-tracker-client,dependency-17-3-issue-tracker-client-error-mapping-for-request-errors-non-200-graphql-errors-malformed-payloads,elaborates,elaborates,section-107-17-3-issue-tracker-client->dependency-17-3-issue-tracker-client-error-mapping-for-request-errors-non-200-graphql-errors-malformed-payloads:elaborates
section-108-17-4-orchestrator-dispatch-reconciliation-and-retry,claim-17-4-orchestrator-dispatch-reconciliation-and-retry-dispatch-sort-order-is-priority-then-oldest-creation-time,elaborates,elaborates,section-108-17-4-orchestrator-dispatch-reconciliation-and-retry->claim-17-4-orchestrator-dispatch-reconciliation-and-retry-dispatch-sort-order-is-priority-then-oldest-creation-time:elaborates
section-108-17-4-orchestrator-dispatch-reconciliation-and-retry,claim-17-4-orchestrator-dispatch-reconciliation-and-retry-todo-issue-with-non-terminal-blockers-is-not-eligible,elaborates,elaborates,section-108-17-4-orchestrator-dispatch-reconciliation-and-retry->claim-17-4-orchestrator-dispatch-reconciliation-and-retry-todo-issue-with-non-terminal-blockers-is-not-eligible:elaborates
section-108-17-4-orchestrator-dispatch-reconciliation-and-retry,claim-17-4-orchestrator-dispatch-reconciliation-and-retry-todo-issue-with-terminal-blockers-is-eligible,elaborates,elaborates,section-108-17-4-orchestrator-dispatch-reconciliation-and-retry->claim-17-4-orchestrator-dispatch-reconciliation-and-retry-todo-issue-with-terminal-blockers-is-eligible:elaborates
section-108-17-4-orchestrator-dispatch-reconciliation-and-retry,claim-17-4-orchestrator-dispatch-reconciliation-and-retry-active-state-issue-refresh-updates-running-entry-state,elaborates,elaborates,section-108-17-4-orchestrator-dispatch-reconciliation-and-retry->claim-17-4-orchestrator-dispatch-reconciliation-and-retry-active-state-issue-refresh-updates-running-entry-state:elaborates
section-108-17-4-orchestrator-dispatch-reconciliation-and-retry,claim-17-4-orchestrator-dispatch-reconciliation-and-retry-non-active-state-stops-running-agent-without-workspace-cleanup,elaborates,elaborates,section-108-17-4-orchestrator-dispatch-reconciliation-and-retry->claim-17-4-orchestrator-dispatch-reconciliation-and-retry-non-active-state-stops-running-agent-without-workspace-cleanup:elaborates
section-108-17-4-orchestrator-dispatch-reconciliation-and-retry,claim-17-4-orchestrator-dispatch-reconciliation-and-retry-terminal-state-stops-running-agent-and-cleans-workspace,elaborates,elaborates,section-108-17-4-orchestrator-dispatch-reconciliation-and-retry->claim-17-4-orchestrator-dispatch-reconciliation-and-retry-terminal-state-stops-running-agent-and-cleans-workspace:elaborates
section-108-17-4-orchestrator-dispatch-reconciliation-and-retry,claim-17-4-orchestrator-dispatch-reconciliation-and-retry-reconciliation-with-no-running-issues-is-a-no-op,elaborates,elaborates,section-108-17-4-orchestrator-dispatch-reconciliation-and-retry->claim-17-4-orchestrator-dispatch-reconciliation-and-retry-reconciliation-with-no-running-issues-is-a-no-op:elaborates
section-108-17-4-orchestrator-dispatch-reconciliation-and-retry,claim-17-4-orchestrator-dispatch-reconciliation-and-retry-normal-worker-exit-schedules-a-short-continuation-retry-attempt-1,elaborates,elaborates,section-108-17-4-orchestrator-dispatch-reconciliation-and-retry->claim-17-4-orchestrator-dispatch-reconciliation-and-retry-normal-worker-exit-schedules-a-short-continuation-retry-attempt-1:elaborates
section-108-17-4-orchestrator-dispatch-reconciliation-and-retry,claim-17-4-orchestrator-dispatch-reconciliation-and-retry-abnormal-worker-exit-increments-retries-with-10s-based-exponential-backoff,elaborates,elaborates,section-108-17-4-orchestrator-dispatch-reconciliation-and-retry->claim-17-4-orchestrator-dispatch-reconciliation-and-retry-abnormal-worker-exit-increments-retries-with-10s-based-exponential-backoff:elaborates
section-108-17-4-orchestrator-dispatch-reconciliation-and-retry,claim-17-4-orchestrator-dispatch-reconciliation-and-retry-retry-backoff-cap-uses-configured-agent-maxretrybackoffms,elaborates,elaborates,section-108-17-4-orchestrator-dispatch-reconciliation-and-retry->claim-17-4-orchestrator-dispatch-reconciliation-and-retry-retry-backoff-cap-uses-configured-agent-maxretrybackoffms:elaborates
section-108-17-4-orchestrator-dispatch-reconciliation-and-retry,claim-17-4-orchestrator-dispatch-reconciliation-and-retry-retry-queue-entries-include-attempt-due-time-identifier-and-error,elaborates,elaborates,section-108-17-4-orchestrator-dispatch-reconciliation-and-retry->claim-17-4-orchestrator-dispatch-reconciliation-and-retry-retry-queue-entries-include-attempt-due-time-identifier-and-error:elaborates
section-108-17-4-orchestrator-dispatch-reconciliation-and-retry,claim-17-4-orchestrator-dispatch-reconciliation-and-retry-stall-detection-kills-stalled-sessions-and-schedules-retry,elaborates,elaborates,section-108-17-4-orchestrator-dispatch-reconciliation-and-retry->claim-17-4-orchestrator-dispatch-reconciliation-and-retry-stall-detection-kills-stalled-sessions-and-schedules-retry:elaborates
section-108-17-4-orchestrator-dispatch-reconciliation-and-retry,claim-17-4-orchestrator-dispatch-reconciliation-and-retry-slot-exhaustion-requeues-retries-with-explicit-error-reason,elaborates,elaborates,section-108-17-4-orchestrator-dispatch-reconciliation-and-retry->claim-17-4-orchestrator-dispatch-reconciliation-and-retry-slot-exhaustion-requeues-retries-with-explicit-error-reason:elaborates
section-108-17-4-orchestrator-dispatch-reconciliation-and-retry,dependency-17-4-orchestrator-dispatch-reconciliation-and-retry-if-a-snapshot-api-is-implemented-it-returns-running-rows-retry-rows-token-totals,elaborates,elaborates,section-108-17-4-orchestrator-dispatch-reconciliation-and-retry->dependency-17-4-orchestrator-dispatch-reconciliation-and-retry-if-a-snapshot-api-is-implemented-it-returns-running-rows-retry-rows-token-totals:elaborates
section-108-17-4-orchestrator-dispatch-reconciliation-and-retry,dependency-17-4-orchestrator-dispatch-reconciliation-and-retry-if-a-snapshot-api-is-implemented-timeout-unavailable-cases-are-surfaced,elaborates,elaborates,section-108-17-4-orchestrator-dispatch-reconciliation-and-retry->dependency-17-4-orchestrator-dispatch-reconciliation-and-retry-if-a-snapshot-api-is-implemented-timeout-unavailable-cases-are-surfaced:elaborates
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-launch-command-uses-workspace-cwd-and-invokes-bash-lc-codex-command,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-launch-command-uses-workspace-cwd-and-invokes-bash-lc-codex-command:elaborates
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-session-startup-follows-the-targeted-codex-app-server-protocol,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-session-startup-follows-the-targeted-codex-app-server-protocol:elaborates
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-client-identity-capability-payloads-are-valid-when-the-targeted-codex-app-server,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-client-identity-capability-payloads-are-valid-when-the-targeted-codex-app-server:elaborates
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-policy-related-startup-payloads-use-the-implementation-s-documented-approval-san,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-policy-related-startup-payloads-use-the-implementation-s-documented-approval-san:elaborates
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-thread-and-turn-identities-exposed-by-the-targeted-protocol-are-extracted-and-us,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-thread-and-turn-identities-exposed-by-the-targeted-protocol-are-extracted-and-us:elaborates
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-request-response-read-timeout-is-enforced,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-request-response-read-timeout-is-enforced:elaborates
